name,КСР код,КСР наименование,ref_unit
Кран шар ст 11с67п Ду65 Ру25 фл FORTECA 183.1.065.025,28.14.13.131.18.1.09.04-0125-000,"Кран шаровой газовый стальной фланцевый 11с67п, номинальное давление 1,6 МПа, без редуктора, номинальный диаметр 32 мм",шт
"Стальной шаровый кран Ду65, PN25",28.14.13.131.18.1.09.04-0125-000,"Кран шаровой газовый стальной фланцевый 11с67п, номинальное давление 1,6 МПа, без редуктора, номинальный диаметр 32 мм",шт
Кран шар ст 11с67п Ду80 Ру25 фл полн FORTECA 193.1.080.025,28.14.13.131.18.1.09.04-0125-000,"Кран шаровой газовый стальной фланцевый 11с67п, номинальное давление 1,6 МПа, без редуктора, номинальный диаметр 32 мм",шт
"Стальной шаровый кран Ду80, PN25",28.14.13.131.18.1.09.04-0125-000,"Кран шаровой газовый стальной фланцевый 11с67п, номинальное давление 1,6 МПа, без редуктора, номинальный диаметр 32 мм",шт
Кран шар. фланц. 80 mm (11с67п) ПН16 Ci (L200) 86421,28.14.13.131.18.1.09.04-0125-000,"Кран шаровой газовый стальной фланцевый 11с67п, номинальное давление 1,6 МПа, без редуктора, номинальный диаметр 32 мм",шт
"кран шаровый ст.11с67п фланцевый ду80 ру16 ООО ""РЕГИОН - СНАБЖЕНИЕ""",28.14.13.131.18.1.09.04-0125-000,"Кран шаровой газовый стальной фланцевый 11с67п, номинальное давление 1,6 МПа, без редуктора, номинальный диаметр 32 мм",шт
Кран шаровой сталь 11с67п Ду 100 Ру25 фл FORTECA 183.1.100.025,28.14.13.131.18.1.09.04-0125-000,"Кран шаровой газовый стальной фланцевый 11с67п, номинальное давление 1,6 МПа, без редуктора, номинальный диаметр 32 мм",шт
"Стальной шаровый кран Ду100, PN25",28.14.13.131.18.1.09.04-0125-000,"Кран шаровой газовый стальной фланцевый 11с67п, номинальное давление 1,6 МПа, без редуктора, номинальный диаметр 32 мм",шт
Кран шаровой сталь 11с67п Ду 125 Ру25 фл FORTECA 183.1.125.025,28.14.13.131.18.1.09.04-0125-000,"Кран шаровой газовый стальной фланцевый 11с67п, номинальное давление 1,6 МПа, без редуктора, номинальный диаметр 32 мм",шт
"Стальной шаровый кран Ду125, PN25",28.14.13.131.18.1.09.04-0125-000,"Кран шаровой газовый стальной фланцевый 11с67п, номинальное давление 1,6 МПа, без редуктора, номинальный диаметр 32 мм",шт
Кран шаровой сталь 11с67п Ду 15 Ру40 фл FORTECA 183.1.015.040,28.14.13.131.18.1.09.04-0125-000,"Кран шаровой газовый стальной фланцевый 11с67п, номинальное давление 1,6 МПа, без редуктора, номинальный диаметр 32 мм",шт
"Стальной шаровый кран Ду15, PN40",28.14.13.131.18.1.09.04-0125-000,"Кран шаровой газовый стальной фланцевый 11с67п, номинальное давление 1,6 МПа, без редуктора, номинальный диаметр 32 мм",шт
Кран шаровой сталь 11с67п Ду 150 Ру25 фл FORTECA 183.1.150.025,28.14.13.131.18.1.09.04-0125-000,"Кран шаровой газовый стальной фланцевый 11с67п, номинальное давление 1,6 МПа, без редуктора, номинальный диаметр 32 мм",шт
"Стальной шаровый кран Ду150, PN25",28.14.13.131.18.1.09.04-0125-000,"Кран шаровой газовый стальной фланцевый 11с67п, номинальное давление 1,6 МПа, без редуктора, номинальный диаметр 32 мм",шт
Кран шаровой сталь 11с67п Ду 200 Ру25 фл FORTECA 183.1.200.025,28.14.13.131.18.1.09.04-0125-000,"Кран шаровой газовый стальной фланцевый 11с67п, номинальное давление 1,6 МПа, без редуктора, номинальный диаметр 32 мм",шт
"Стальной шаровый кран Ду200, PN25",28.14.13.131.18.1.09.04-0125-000,"Кран шаровой газовый стальной фланцевый 11с67п, номинальное давление 1,6 МПа, без редуктора, номинальный диаметр 32 мм",шт
Кран шаровой сталь 11с67п Ду 25 Ру40 фл FORTECA 183.1.025.040,28.14.13.131.18.1.09.04-0125-000,"Кран шаровой газовый стальной фланцевый 11с67п, номинальное давление 1,6 МПа, без редуктора, номинальный диаметр 32 мм",шт
"Стальной шаровый кран Ду25, PN40",28.14.13.131.18.1.09.04-0125-000,"Кран шаровой газовый стальной фланцевый 11с67п, номинальное давление 1,6 МПа, без редуктора, номинальный диаметр 32 мм",шт
Кран шаровой сталь 11с67п Ду 250 Ру25 фл FORTECA 183.1.250.025,28.14.13.131.18.1.09.04-0125-000,"Кран шаровой газовый стальной фланцевый 11с67п, номинальное давление 1,6 МПа, без редуктора, номинальный диаметр 32 мм",шт
"Стальной шаровый кран Ду250, PN25",28.14.13.131.18.1.09.04-0125-000,"Кран шаровой газовый стальной фланцевый 11с67п, номинальное давление 1,6 МПа, без редуктора, номинальный диаметр 32 мм",шт
Кран шаровой сталь 11с67п Ду 32 Ру40 фл FORTECA 183.1.032.040,28.14.13.131.18.1.09.04-0125-000,"Кран шаровой газовый стальной фланцевый 11с67п, номинальное давление 1,6 МПа, без редуктора, номинальный диаметр 32 мм",шт
"Стальной шаровый кран Ду32, PN40",28.14.13.131.18.1.09.04-0125-000,"Кран шаровой газовый стальной фланцевый 11с67п, номинальное давление 1,6 МПа, без редуктора, номинальный диаметр 32 мм",шт
Кран шаровой сталь 11с67п Ду 40 Ру40 фл FORTECA 183.1.040.040,28.14.13.131.18.1.09.04-0125-000,"Кран шаровой газовый стальной фланцевый 11с67п, номинальное давление 1,6 МПа, без редуктора, номинальный диаметр 32 мм",шт
"Стальной шаровый кран Ду40, PN40",28.14.13.131.18.1.09.04-0125-000,"Кран шаровой газовый стальной фланцевый 11с67п, номинальное давление 1,6 МПа, без редуктора, номинальный диаметр 32 мм",шт
Кран шаровой сталь 11с67п Ду 50 Ру40 фл FORTECA 183.1.050.040,28.14.13.131.18.1.09.04-0125-000,"Кран шаровой газовый стальной фланцевый 11с67п, номинальное давление 1,6 МПа, без редуктора, номинальный диаметр 32 мм",шт
"Стальной шаровый кран Ду50, PN25",28.14.13.131.18.1.09.04-0125-000,"Кран шаровой газовый стальной фланцевый 11с67п, номинальное давление 1,6 МПа, без редуктора, номинальный диаметр 32 мм",шт
Кран шаровой сталь 11с67п Ду 65 Ру25 фл FORTECA 183.1.065.025,28.14.13.131.18.1.09.04-0125-000,"Кран шаровой газовый стальной фланцевый 11с67п, номинальное давление 1,6 МПа, без редуктора, номинальный диаметр 32 мм",шт
"Стальной шаровый кран Ду65, PN25",28.14.13.131.18.1.09.04-0125-000,"Кран шаровой газовый стальной фланцевый 11с67п, номинальное давление 1,6 МПа, без редуктора, номинальный диаметр 32 мм",шт
Кран шаровой сталь 11с67п Ду 80 Ру25 фл FORTECA 183.1.080.025,28.14.13.131.18.1.09.04-0125-000,"Кран шаровой газовый стальной фланцевый 11с67п, номинальное давление 1,6 МПа, без редуктора, номинальный диаметр 32 мм",шт
"Стальной шаровый кран Ду80, PN25",28.14.13.131.18.1.09.04-0125-000,"Кран шаровой газовый стальной фланцевый 11с67п, номинальное давление 1,6 МПа, без редуктора, номинальный диаметр 32 мм",шт
Кран шаровый ст.11с67п фланцевый Ду80 Ру 16,28.14.13.131.18.1.09.04-0125-000,"Кран шаровой газовый стальной фланцевый 11с67п, номинальное давление 1,6 МПа, без редуктора, номинальный диаметр 32 мм",шт
"кран шаровый ст.11с67п фланцевый ду80 ру16 ООО ""РЕГИОН - СНАБЖЕНИЕ""",28.14.13.131.18.1.09.04-0125-000,"Кран шаровой газовый стальной фланцевый 11с67п, номинальное давление 1,6 МПа, без редуктора, номинальный диаметр 32 мм",шт
Кран PP-R бел шар Дн20 РосТурПласт 27603,28.14.13.131.18.1.09.01-0011-000,"Кран шаровой газовый стальной, номинальный диаметр 80 мм",шт
Кран шаровый полипропиленовый  д 20,28.14.13.131.18.1.09.01-0011-000,"Кран шаровой газовый стальной, номинальный диаметр 80 мм",шт
Кран ППР шаровый 20 (шар) серый,28.14.13.131.18.1.09.01-0011-000,"Кран шаровой газовый стальной, номинальный диаметр 80 мм",шт
20 Полипропиленовый шаровой кран  полнопроходной (PP-R),28.14.13.131.18.1.09.01-0011-000,"Кран шаровой газовый стальной, номинальный диаметр 80 мм",шт
Кран ППР шаровый 50 (шар) серый,28.14.13.131.18.1.09.01-0011-000,"Кран шаровой газовый стальной, номинальный диаметр 80 мм",шт
50 Полипропиленовый шаровой кран  полнопроходной (PP-R),28.14.13.131.18.1.09.01-0011-000,"Кран шаровой газовый стальной, номинальный диаметр 80 мм",шт
кран шар (муфта - муфта) 50 * 50 POELSAN,28.14.13.131.18.1.09.01-0011-000,"Кран шаровой газовый стальной, номинальный диаметр 80 мм",шт
Кран шаровой компрессионный Дн 50 Ру16 RTP,28.14.13.131.18.1.09.01-0011-000,"Кран шаровой газовый стальной, номинальный диаметр 80 мм",шт
Кран шар. компрессионный ПЭ Ду020,28.14.13.131.18.1.09.01-0011-000,"Кран шаровой газовый стальной, номинальный диаметр 80 мм",шт
Кран шаровый полипропиленовый  д 20,28.14.13.131.18.1.09.01-0011-000,"Кран шаровой газовый стальной, номинальный диаметр 80 мм",шт
Кран шаровый Temper 28220015 DN15 PN40,28.14.13.131.18.1.09.01-0011-000,"Кран шаровой газовый стальной, номинальный диаметр 80 мм",шт
"Стальной шаровый кран Ду15, PN40",28.14.13.131.18.1.09.01-0011-000,"Кран шаровой газовый стальной, номинальный диаметр 80 мм",шт
Кран шаровый Temper 28220020 DN20 PN40,28.14.13.131.18.1.09.01-0011-000,"Кран шаровой газовый стальной, номинальный диаметр 80 мм",шт
"Кран шаровый стальной, приварной., ст. пр., ручка, Ду20, Тмакс. = 180С, Py40 Гросс КШСП-СП2040Р 689747 Гросс",28.14.13.131.18.1.09.01-0011-000,"Кран шаровой газовый стальной, номинальный диаметр 80 мм",шт
Кран шаровый Temper 28220025 DN25 PN40,28.14.13.131.18.1.09.01-0011-000,"Кран шаровой газовый стальной, номинальный диаметр 80 мм",шт
"Стальной шаровый кран Ду25, PN40",28.14.13.131.18.1.09.01-0011-000,"Кран шаровой газовый стальной, номинальный диаметр 80 мм",шт
Кран шаровый Temper 28220032 DN32 PN40,28.14.13.131.18.1.09.01-0011-000,"Кран шаровой газовый стальной, номинальный диаметр 80 мм",шт
"Стальной шаровый кран Ду32, PN40",28.14.13.131.18.1.09.01-0011-000,"Кран шаровой газовый стальной, номинальный диаметр 80 мм",шт
Кран шаровый Temper 28220040 DN40 PN40,28.14.13.131.18.1.09.01-0011-000,"Кран шаровой газовый стальной, номинальный диаметр 80 мм",шт
"Стальной шаровый кран Ду40, PN40",28.14.13.131.18.1.09.01-0011-000,"Кран шаровой газовый стальной, номинальный диаметр 80 мм",шт
Кран шаровый Temper 28220050 DN50 PN25,28.14.13.131.18.1.09.01-0011-000,"Кран шаровой газовый стальной, номинальный диаметр 80 мм",шт
"Стальной шаровый кран Ду50, PN25",28.14.13.131.18.1.09.01-0011-000,"Кран шаровой газовый стальной, номинальный диаметр 80 мм",шт
Кран шаровый Temper 28220065 DN65 PN25,28.14.13.131.18.1.09.01-0011-000,"Кран шаровой газовый стальной, номинальный диаметр 80 мм",шт
"Стальной шаровый кран Ду65, PN25",28.14.13.131.18.1.09.01-0011-000,"Кран шаровой газовый стальной, номинальный диаметр 80 мм",шт
Кран шаровый Temper 28220080 DN80 PN25,28.14.13.131.18.1.09.01-0011-000,"Кран шаровой газовый стальной, номинальный диаметр 80 мм",шт
"Стальной шаровый кран Ду80, PN25",28.14.13.131.18.1.09.01-0011-000,"Кран шаровой газовый стальной, номинальный диаметр 80 мм",шт
Кран шаровый Temper 28220100 DN100 PN25,28.14.13.131.18.1.09.01-0011-000,"Кран шаровой газовый стальной, номинальный диаметр 80 мм",шт
"Стальной шаровый кран Ду100, PN25",28.14.13.131.18.1.09.01-0011-000,"Кран шаровой газовый стальной, номинальный диаметр 80 мм",шт
Кран шаровый Temper 28220125 DN125 PN25,28.14.13.131.18.1.09.01-0011-000,"Кран шаровой газовый стальной, номинальный диаметр 80 мм",шт
"Стальной шаровый кран Ду125, PN25",28.14.13.131.18.1.09.01-0011-000,"Кран шаровой газовый стальной, номинальный диаметр 80 мм",шт
Кран шаровый Temper 28220150 DN150 PN25,28.14.13.131.18.1.09.01-0011-000,"Кран шаровой газовый стальной, номинальный диаметр 80 мм",шт
"Стальной шаровый кран Ду150, PN25",28.14.13.131.18.1.09.01-0011-000,"Кран шаровой газовый стальной, номинальный диаметр 80 мм",шт
Кран шаровый Temper 28220200 DN200 PN25,28.14.13.131.18.1.09.01-0011-000,"Кран шаровой газовый стальной, номинальный диаметр 80 мм",шт
"Стальной шаровый кран Ду200, PN25",28.14.13.131.18.1.09.01-0011-000,"Кран шаровой газовый стальной, номинальный диаметр 80 мм",шт
Кран шаровый Temper 28320015 DN15 PN40,28.14.13.131.18.1.09.01-0011-000,"Кран шаровой газовый стальной, номинальный диаметр 80 мм",шт
"Стальной шаровый кран Ду15, PN40",28.14.13.131.18.1.09.01-0011-000,"Кран шаровой газовый стальной, номинальный диаметр 80 мм",шт
Кран шаровый Temper 28320025 DN25 PN40,28.14.13.131.18.1.09.01-0011-000,"Кран шаровой газовый стальной, номинальный диаметр 80 мм",шт
"Стальной шаровый кран Ду25, PN40",28.14.13.131.18.1.09.01-0011-000,"Кран шаровой газовый стальной, номинальный диаметр 80 мм",шт
Кран шаровый Temper 28320032 DN32 PN40,28.14.13.131.18.1.09.01-0011-000,"Кран шаровой газовый стальной, номинальный диаметр 80 мм",шт
"Стальной шаровый кран Ду32, PN40",28.14.13.131.18.1.09.01-0011-000,"Кран шаровой газовый стальной, номинальный диаметр 80 мм",шт
Кран шаровый Temper 28320040 DN40 PN40,28.14.13.131.18.1.09.01-0011-000,"Кран шаровой газовый стальной, номинальный диаметр 80 мм",шт
"Кран шаровый стальной, фланцевый., ст. пр., ручка, Ду40, Тмакс. = 180С, Py40 Гросс КШСФ-СП4040Р  693600 Гросс",28.14.13.131.18.1.09.01-0011-000,"Кран шаровой газовый стальной, номинальный диаметр 80 мм",шт
Кран шаровый Temper 28320050 DN50 PN40,28.14.13.131.18.1.09.01-0011-000,"Кран шаровой газовый стальной, номинальный диаметр 80 мм",шт
"Кран шаровый стальной, фланце вый., ст. пр., ручка, Ду50, Тмакс. = 180С, Py40 Гросс КШСФ-СП5040Р  689819 Гросс",28.14.13.131.18.1.09.01-0011-000,"Кран шаровой газовый стальной, номинальный диаметр 80 мм",шт
Кран шаровый Temper 28420065 DN65 PN25,28.14.13.131.18.1.09.01-0011-000,"Кран шаровой газовый стальной, номинальный диаметр 80 мм",шт
"Стальной шаровый кран Ду65, PN25",28.14.13.131.18.1.09.01-0011-000,"Кран шаровой газовый стальной, номинальный диаметр 80 мм",шт
Кран шаровый Temper 28420150 DN150 PN25,28.14.13.131.18.1.09.01-0011-000,"Кран шаровой газовый стальной, номинальный диаметр 80 мм",шт
"Стальной шаровый кран Ду150, PN25",28.14.13.131.18.1.09.01-0011-000,"Кран шаровой газовый стальной, номинальный диаметр 80 мм",шт
"Кран шаровый ЗЗ D32- 1"" ПНД р/диам 1""",28.14.13.131.18.1.09.01-0011-000,"Кран шаровой газовый стальной, номинальный диаметр 80 мм",шт
Кран шаровой компрессионный Дн 32 Ру16 RTP,28.14.13.131.18.1.09.01-0011-000,"Кран шаровой газовый стальной, номинальный диаметр 80 мм",шт
"Кран шаровый ЗЗ D50- 1 1/2"" ПНД р/диам 1 1/2""",28.14.13.131.18.1.09.01-0011-000,"Кран шаровой газовый стальной, номинальный диаметр 80 мм",шт
Кран шаровой компрессионный Дн 50 Ру16 RTP,28.14.13.131.18.1.09.01-0011-000,"Кран шаровой газовый стальной, номинальный диаметр 80 мм",шт
Кран шаровый компрессионный 20 мм РосТурПласт,28.14.13.131.18.1.09.01-0011-000,"Кран шаровой газовый стальной, номинальный диаметр 80 мм",шт
Кран шаровой компрессионный Дн 20 Ру16 RTP,28.14.13.131.18.1.09.01-0011-000,"Кран шаровой газовый стальной, номинальный диаметр 80 мм",шт
Кран шаровый компрессионный 32 мм РосТурПласт,28.14.13.131.18.1.09.01-0011-000,"Кран шаровой газовый стальной, номинальный диаметр 80 мм",шт
Кран шаровой компрессионный Дн 32 Ру16 RTP,28.14.13.131.18.1.09.01-0011-000,"Кран шаровой газовый стальной, номинальный диаметр 80 мм",шт
ППР кран шаровой Valfex Optima 20 (60/15)(10145020),28.14.13.131.18.1.09.01-0011-000,"Кран шаровой газовый стальной, номинальный диаметр 80 мм",шт
ППР Кран шаровой  Ø 20 мм,28.14.13.131.18.1.09.01-0011-000,"Кран шаровой газовый стальной, номинальный диаметр 80 мм",шт
ППР кран шаровой Valfex Optima 32 (24/6)(10145032),28.14.13.131.18.1.09.01-0011-000,"Кран шаровой газовый стальной, номинальный диаметр 80 мм",шт
Кран шаровой компрессионный Дн 32 Ру16 RTP,28.14.13.131.18.1.09.01-0011-000,"Кран шаровой газовый стальной, номинальный диаметр 80 мм",шт
ППР кран шаровый FDplast 50 (12305),28.14.13.131.18.1.09.01-0011-000,"Кран шаровой газовый стальной, номинальный диаметр 80 мм",шт
Кран шаровой компрессионный Дн 50 Ру16 RTP,28.14.13.131.18.1.09.01-0011-000,"Кран шаровой газовый стальной, номинальный диаметр 80 мм",шт
ППР кран шаровый FIRAT 20 (7783020127),28.14.13.131.18.1.09.01-0011-000,"Кран шаровой газовый стальной, номинальный диаметр 80 мм",шт
Кран шаровой компрессионный Дн 20 Ру16 RTP,28.14.13.131.18.1.09.01-0011-000,"Кран шаровой газовый стальной, номинальный диаметр 80 мм",шт
ПЭ кран шаровой компрессионный 20,28.14.13.131.18.1.09.01-0011-000,"Кран шаровой газовый стальной, номинальный диаметр 80 мм",шт
Кран шаровой компрессионный Дн 20 Ру16 RTP,28.14.13.131.18.1.09.01-0011-000,"Кран шаровой газовый стальной, номинальный диаметр 80 мм",шт
ПЭ кран шаровой компрессионный 50,28.14.13.131.18.1.09.01-0011-000,"Кран шаровой газовый стальной, номинальный диаметр 80 мм",шт
Кран шаровой компрессионный Дн 50х50 Ру16,28.14.13.131.18.1.09.01-0011-000,"Кран шаровой газовый стальной, номинальный диаметр 80 мм",шт
"Стальной шаровый кран Ду100, PN25 КШТ 61.112.100.А25",28.14.13.131.18.1.09.01-0011-000,"Кран шаровой газовый стальной, номинальный диаметр 80 мм",шт
"Стальной шаровый кран Ду100, PN25",28.14.13.131.18.1.09.01-0011-000,"Кран шаровой газовый стальной, номинальный диаметр 80 мм",шт
"Стальной шаровый кран Ду125, PN25 КШТ 61.112.125.А25",28.14.13.131.18.1.09.01-0011-000,"Кран шаровой газовый стальной, номинальный диаметр 80 мм",шт
"Стальной шаровый кран Ду125, PN25",28.14.13.131.18.1.09.01-0011-000,"Кран шаровой газовый стальной, номинальный диаметр 80 мм",шт
"Стальной шаровый кран Ду15, PN40 КШТ 61.112.015.А40",28.14.13.131.18.1.09.01-0011-000,"Кран шаровой газовый стальной, номинальный диаметр 80 мм",шт
"Стальной шаровый кран Ду15, PN40",28.14.13.131.18.1.09.01-0011-000,"Кран шаровой газовый стальной, номинальный диаметр 80 мм",шт
"Стальной шаровый кран Ду150, PN25 КШТ 61.112.150.Б.25",28.14.13.131.18.1.09.01-0011-000,"Кран шаровой газовый стальной, номинальный диаметр 80 мм",шт
"Стальной шаровый кран Ду150, PN25",28.14.13.131.18.1.09.01-0011-000,"Кран шаровой газовый стальной, номинальный диаметр 80 мм",шт
"Стальной шаровый кран Ду200, PN25 КШТ 61.112.200.Б.25",28.14.13.131.18.1.09.01-0011-000,"Кран шаровой газовый стальной, номинальный диаметр 80 мм",шт
"Стальной шаровый кран Ду200, PN25",28.14.13.131.18.1.09.01-0011-000,"Кран шаровой газовый стальной, номинальный диаметр 80 мм",шт
"Стальной шаровый кран Ду25, PN40 КШТ 61.112.025.А40",28.14.13.131.18.1.09.01-0011-000,"Кран шаровой газовый стальной, номинальный диаметр 80 мм",шт
"Стальной шаровый кран Ду25, PN40",28.14.13.131.18.1.09.01-0011-000,"Кран шаровой газовый стальной, номинальный диаметр 80 мм",шт
"Стальной шаровый кран Ду250, PN25 КШТ 61.112.250.Б.25",28.14.13.131.18.1.09.01-0011-000,"Кран шаровой газовый стальной, номинальный диаметр 80 мм",шт
"Стальной шаровый кран Ду250, PN25",28.14.13.131.18.1.09.01-0011-000,"Кран шаровой газовый стальной, номинальный диаметр 80 мм",шт
"Стальной шаровый кран Ду32, PN40 КШТ 61.112.032.А40",28.14.13.131.18.1.09.01-0011-000,"Кран шаровой газовый стальной, номинальный диаметр 80 мм",шт
"Стальной шаровый кран Ду32, PN40",28.14.13.131.18.1.09.01-0011-000,"Кран шаровой газовый стальной, номинальный диаметр 80 мм",шт
"Стальной шаровый кран Ду40, PN40 КШТ 61.112.040.А40",28.14.13.131.18.1.09.01-0011-000,"Кран шаровой газовый стальной, номинальный диаметр 80 мм",шт
"Стальной шаровый кран Ду40, PN40",28.14.13.131.18.1.09.01-0011-000,"Кран шаровой газовый стальной, номинальный диаметр 80 мм",шт
"Стальной шаровый кран Ду50, PN25 КШТ 61.112.050.А25",28.14.13.131.18.1.09.01-0011-000,"Кран шаровой газовый стальной, номинальный диаметр 80 мм",шт
"Стальной шаровый кран Ду50, PN25",28.14.13.131.18.1.09.01-0011-000,"Кран шаровой газовый стальной, номинальный диаметр 80 мм",шт
Стальной шаровый кран Ду65 PN25 КШТ 60.112.065.A.25,28.14.13.131.18.1.09.01-0011-000,"Кран шаровой газовый стальной, номинальный диаметр 80 мм",шт
"Стальной шаровый кран Ду65, PN25",28.14.13.131.18.1.09.01-0011-000,"Кран шаровой газовый стальной, номинальный диаметр 80 мм",шт
"Стальной шаровый кран Ду80, PN25 КШТ 61.112.080.А25",28.14.13.131.18.1.09.01-0011-000,"Кран шаровой газовый стальной, номинальный диаметр 80 мм",шт
"Стальной шаровый кран Ду80, PN25",28.14.13.131.18.1.09.01-0011-000,"Кран шаровой газовый стальной, номинальный диаметр 80 мм",шт
"Кран шар.1/2""водоразборный TRm 850 (ручка) 40641",28.14.13.131.18.1.09.05-0021-000,"Кран шаровой газовый стальной, приварной, полнопроходной, с ручкой, номинальное давление 1,6 МПа, номинальный диаметр 100 мм",шт
"Кран водоразборный настенный 1/2""",28.14.13.131.18.1.09.05-0021-000,"Кран шаровой газовый стальной, приварной, полнопроходной, с ручкой, номинальное давление 1,6 МПа, номинальный диаметр 100 мм",шт
Кран шаровой LD Цельносварной приварной Ду. 100 Ру.25 Ст.20 КШЦП 100.025.П/П.02,28.14.13.131.18.1.09.05-0021-000,"Кран шаровой газовый стальной, приварной, полнопроходной, с ручкой, номинальное давление 1,6 МПа, номинальный диаметр 100 мм",шт
"Стальной шаровый кран Ду100, PN25",28.14.13.131.18.1.09.05-0021-000,"Кран шаровой газовый стальной, приварной, полнопроходной, с ручкой, номинальное давление 1,6 МПа, номинальный диаметр 100 мм",шт
Кран шаровой LD Цельносварной приварной Ду. 125 Ру.25 Ст.20 КШЦП 125.025.П/П.02,28.14.13.131.18.1.09.05-0021-000,"Кран шаровой газовый стальной, приварной, полнопроходной, с ручкой, номинальное давление 1,6 МПа, номинальный диаметр 100 мм",шт
"Стальной шаровый кран Ду125, PN25",28.14.13.131.18.1.09.05-0021-000,"Кран шаровой газовый стальной, приварной, полнопроходной, с ручкой, номинальное давление 1,6 МПа, номинальный диаметр 100 мм",шт
Кран шаровой LD Цельносварной приварной Ду. 15 Ру.40 Ст.20 КШЦП 015.040.П/П.02,28.14.13.131.18.1.09.05-0021-000,"Кран шаровой газовый стальной, приварной, полнопроходной, с ручкой, номинальное давление 1,6 МПа, номинальный диаметр 100 мм",шт
"Стальной шаровый кран Ду15, PN40",28.14.13.131.18.1.09.05-0021-000,"Кран шаровой газовый стальной, приварной, полнопроходной, с ручкой, номинальное давление 1,6 МПа, номинальный диаметр 100 мм",шт
Кран шаровой LD Цельносварной приварной Ду.15 Ру.40 Ст.20 КШЦП 015.040.Н/П.02,28.14.13.131.18.1.09.05-0021-000,"Кран шаровой газовый стальной, приварной, полнопроходной, с ручкой, номинальное давление 1,6 МПа, номинальный диаметр 100 мм",шт
"Кран шаровый стальной, приварной., ст. пр., ручка, Ду15, Тмакс. = 180С, Py40 КШСП-СП1540Р 689746 Гросс",28.14.13.131.18.1.09.05-0021-000,"Кран шаровой газовый стальной, приварной, полнопроходной, с ручкой, номинальное давление 1,6 МПа, номинальный диаметр 100 мм",шт
Кран шаровой LD Цельносварной приварной Ду.20 Ру.40 Ст.20 КШЦП 020.040.Н/П.02,28.14.13.131.18.1.09.05-0021-000,"Кран шаровой газовый стальной, приварной, полнопроходной, с ручкой, номинальное давление 1,6 МПа, номинальный диаметр 100 мм",шт
"Кран шаровый стальной, приварной., ст. пр., ручка, Ду20, Тмакс. = 180С, Py40 Гросс КШСП-СП2040Р 689747 Гросс",28.14.13.131.18.1.09.05-0021-000,"Кран шаровой газовый стальной, приварной, полнопроходной, с ручкой, номинальное давление 1,6 МПа, номинальный диаметр 100 мм",шт
Кран шаровой LD Цельносварной приварной Ду.200 Ру.25 Ст.20 КШЦП 200.025.П/П.02,28.14.13.131.18.1.09.05-0021-000,"Кран шаровой газовый стальной, приварной, полнопроходной, с ручкой, номинальное давление 1,6 МПа, номинальный диаметр 100 мм",шт
"Стальной шаровый кран Ду200, PN25",28.14.13.131.18.1.09.05-0021-000,"Кран шаровой газовый стальной, приварной, полнопроходной, с ручкой, номинальное давление 1,6 МПа, номинальный диаметр 100 мм",шт
Кран шаровой LD Цельносварной приварной Ду.25 Ру.40 Ст.20 КШЦП 025.040.П/П.02,28.14.13.131.18.1.09.05-0021-000,"Кран шаровой газовый стальной, приварной, полнопроходной, с ручкой, номинальное давление 1,6 МПа, номинальный диаметр 100 мм",шт
"Стальной шаровый кран Ду25, PN40",28.14.13.131.18.1.09.05-0021-000,"Кран шаровой газовый стальной, приварной, полнопроходной, с ручкой, номинальное давление 1,6 МПа, номинальный диаметр 100 мм",шт
Кран шаровой LD Цельносварной приварной Ду.32 Ру.40 Ст.20 КШЦП 032.040.Н/П.02,28.14.13.131.18.1.09.05-0021-000,"Кран шаровой газовый стальной, приварной, полнопроходной, с ручкой, номинальное давление 1,6 МПа, номинальный диаметр 100 мм",шт
"Кран шаровый стальной, приварной., ст. пр., ручка, Ду32, Тмакс. = 180С, Py40 Гросс КШСП-СП3240Р 689749 Гросс",28.14.13.131.18.1.09.05-0021-000,"Кран шаровой газовый стальной, приварной, полнопроходной, с ручкой, номинальное давление 1,6 МПа, номинальный диаметр 100 мм",шт
Кран шаровой LD Цельносварной приварной Ду.32 Ру.40 Ст.20 КШЦП 032.040.П/П.02,28.14.13.131.18.1.09.05-0021-000,"Кран шаровой газовый стальной, приварной, полнопроходной, с ручкой, номинальное давление 1,6 МПа, номинальный диаметр 100 мм",шт
"Стальной шаровый кран Ду32, PN40",28.14.13.131.18.1.09.05-0021-000,"Кран шаровой газовый стальной, приварной, полнопроходной, с ручкой, номинальное давление 1,6 МПа, номинальный диаметр 100 мм",шт
Кран шаровой LD Цельносварной приварной Ду.40 Ру.40 Ст.20 КШЦП 040.040.П/П.02 L=215мм,28.14.13.131.18.1.09.05-0021-000,"Кран шаровой газовый стальной, приварной, полнопроходной, с ручкой, номинальное давление 1,6 МПа, номинальный диаметр 100 мм",шт
"Стальной шаровый кран Ду40, PN40",28.14.13.131.18.1.09.05-0021-000,"Кран шаровой газовый стальной, приварной, полнопроходной, с ручкой, номинальное давление 1,6 МПа, номинальный диаметр 100 мм",шт
Кран шаровый стальной приварной Ду 100 Ру25 рычаг,28.14.13.131.18.1.09.05-0021-000,"Кран шаровой газовый стальной, приварной, полнопроходной, с ручкой, номинальное давление 1,6 МПа, номинальный диаметр 100 мм",шт
